awayscore,away,homescore,date,home,div,tourney
5,Pop (11),10,7/9/2016,Underground (8),Women,TCT Elite-Select Challenge 2016 (Oshadega Invite)
5,Colorado Small Batch (12),12,7/9/2016,Ozone (2),Women,TCT Elite-Select Challenge 2016 (Oshadega Invite)
11,Rival (13),6,7/9/2016,Green Means Go (7),Women,TCT Elite-Select Challenge 2016 (Oshadega Invite)
8,Green Means Go (7),10,7/9/2016,Ozone (2),Women,TCT Elite-Select Challenge 2016 (Oshadega Invite)
12,Rival (13),6,7/9/2016,Colorado Small Batch (12),Women,TCT Elite-Select Challenge 2016 (Oshadega Invite)
6,Rival (13),11,7/9/2016,Ozone (2),Women,TCT Elite-Select Challenge 2016 (Oshadega Invite)
5,Colorado Small Batch (12),9,7/9/2016,Green Means Go (7),Women,TCT Elite-Select Challenge 2016 (Oshadega Invite)
12,Wildfire (9),9,7/9/2016,Heist (3),Women,TCT Elite-Select Challenge 2016 (Oshadega Invite)
12,Wildfire (9),11,7/9/2016,Nemesis (6),Women,TCT Elite-Select Challenge 2016 (Oshadega Invite)
13,Nemesis (6),5,7/9/2016,Heist (3),Women,TCT Elite-Select Challenge 2016 (Oshadega Invite)
7,Hot Metal (10),13,7/9/2016,Schwa (4),Women,TCT Elite-Select Challenge 2016 (Oshadega Invite)
5,Maeve (15),13,7/9/2016,6ixers (5),Women,TCT Elite-Select Challenge 2016 (Oshadega Invite)
12,6ixers (5),7,7/9/2016,Schwa (4),Women,TCT Elite-Select Challenge 2016 (Oshadega Invite)
9,Maeve (15),12,7/9/2016,Hot Metal (10),Women,TCT Elite-Select Challenge 2016 (Oshadega Invite)
6,Maeve (15),13,7/9/2016,Schwa (4),Women,TCT Elite-Select Challenge 2016 (Oshadega Invite)
4,Hot Metal (10),13,7/9/2016,6ixers (5),Women,TCT Elite-Select Challenge 2016 (Oshadega Invite)
10,Colorado Small Batch (12),11,7/10/2016,Backhanded (14),Women,TCT Elite-Select Challenge 2016 (Oshadega Invite)
10,Maeve (15),8,7/10/2016,Backhanded (14),Women,TCT Elite-Select Challenge 2016 (Oshadega Invite)
12,Maeve (15),13,7/10/2016,Colorado Small Batch (12),Women,TCT Elite-Select Challenge 2016 (Oshadega Invite)
8,Schwa (4),13,7/10/2016,6ixers (5),Women,TCT Elite-Select Challenge 2016 (Oshadega Invite)
11,6ixers (5),9,7/10/2016,Heist (3),Women,TCT Elite-Select Challenge 2016 (Oshadega Invite)
10,Underground (8),11,7/10/2016,Schwa (4),Women,TCT Elite-Select Challenge 2016 (Oshadega Invite)
14,Heist (3),13,7/10/2016,Phoenix (1),Women,TCT Elite-Select Challenge 2016 (Oshadega Invite)
12,6ixers (5),8,7/10/2016,Green Means Go (7),Women,TCT Elite-Select Challenge 2016 (Oshadega Invite)
13,Schwa (4),8,7/10/2016,Wildfire (9),Women,TCT Elite-Select Challenge 2016 (Oshadega Invite)
9,Ozone (2),12,7/10/2016,Underground (8),Women,TCT Elite-Select Challenge 2016 (Oshadega Invite)
13,Heist (3),6,7/9/2016,Rival (13),Women,TCT Elite-Select Challenge 2016 (Oshadega Invite)
10,Green Means Go (7),7,7/9/2016,Nemesis (6),Women,TCT Elite-Select Challenge 2016 (Oshadega Invite)
13,Schwa (4),1,7/9/2016,Pop (11),Women,TCT Elite-Select Challenge 2016 (Oshadega Invite)
2,Hot Metal (10),13,7/9/2016,Underground (8),Women,TCT Elite-Select Challenge 2016 (Oshadega Invite)
13,Underground (8),9,7/10/2016,Heist (3),Women,TCT Elite-Select Challenge 2016 (Oshadega Invite)
12,Wildfire (9),11,7/10/2016,Phoenix (1),Women,TCT Elite-Select Challenge 2016 (Oshadega Invite)
9,Green Means Go (7),11,7/10/2016,Phoenix (1),Women,TCT Elite-Select Challenge 2016 (Oshadega Invite)
8,Ozone (2),13,7/10/2016,Wildfire (9),Women,TCT Elite-Select Challenge 2016 (Oshadega Invite)
8,Ozone (2),9,7/10/2016,Green Means Go (7),Women,TCT Elite-Select Challenge 2016 (Oshadega Invite)
13,Hot Metal (10),9,7/10/2016,Rival (13),Women,TCT Elite-Select Challenge 2016 (Oshadega Invite)
8,Nemesis (6),13,7/10/2016,Rival (13),Women,TCT Elite-Select Challenge 2016 (Oshadega Invite)
13,Hot Metal (10),7,7/10/2016,Pop (11),Women,TCT Elite-Select Challenge 2016 (Oshadega Invite)
8,Pop (11),10,7/10/2016,Nemesis (6),Women,TCT Elite-Select Challenge 2016 (Oshadega Invite)
10,Dorado (12),13,7/9/2016,The Chad Larson Experience (1),Mixed,TCT Elite-Select Challenge 2016 (Oshadega Invite)
3,PleasureTown (13),13,7/9/2016,Steamboat (8),Mixed,TCT Elite-Select Challenge 2016 (Oshadega Invite)
13,Steamboat (8),9,7/9/2016,The Chad Larson Experience (1),Mixed,TCT Elite-Select Challenge 2016 (Oshadega Invite)
8,PleasureTown (13),12,7/9/2016,Dorado (12),Mixed,TCT Elite-Select Challenge 2016 (Oshadega Invite)
2,PleasureTown (13),13,7/9/2016,The Chad Larson Experience (1),Mixed,TCT Elite-Select Challenge 2016 (Oshadega Invite)
6,Dorado (12),8,7/9/2016,Steamboat (8),Mixed,TCT Elite-Select Challenge 2016 (Oshadega Invite)
10,Cahoots (11),12,7/9/2016,UPA (2),Mixed,TCT Elite-Select Challenge 2016 (Oshadega Invite)
11,Jughandle (14),12,7/9/2016,Birdfruit (7),Mixed,TCT Elite-Select Challenge 2016 (Oshadega Invite)
7,Birdfruit (7),12,7/9/2016,UPA (2),Mixed,TCT Elite-Select Challenge 2016 (Oshadega Invite)
13,Jughandle (14),10,7/9/2016,Cahoots (11),Mixed,TCT Elite-Select Challenge 2016 (Oshadega Invite)
10,Jughandle (14),12,7/9/2016,UPA (2),Mixed,TCT Elite-Select Challenge 2016 (Oshadega Invite)
5,Cahoots (11),11,7/9/2016,Birdfruit (7),Mixed,TCT Elite-Select Challenge 2016 (Oshadega Invite)
4,Bird (10),13,7/9/2016,AMP (3),Mixed,TCT Elite-Select Challenge 2016 (Oshadega Invite)
10,Seattle Freeze (15),13,7/9/2016,Love Tractor (6),Mixed,TCT Elite-Select Challenge 2016 (Oshadega Invite)
7,Love Tractor (6),13,7/9/2016,AMP (3),Mixed,TCT Elite-Select Challenge 2016 (Oshadega Invite)
12,Seattle Freeze (15),13,7/9/2016,Bird (10),Mixed,TCT Elite-Select Challenge 2016 (Oshadega Invite)
3,Seattle Freeze (15),13,7/9/2016,AMP (3),Mixed,TCT Elite-Select Challenge 2016 (Oshadega Invite)
6,Bird (10),13,7/9/2016,Love Tractor (6),Mixed,TCT Elite-Select Challenge 2016 (Oshadega Invite)
13,Alloy (9),10,7/9/2016,7 Express (4),Mixed,TCT Elite-Select Challenge 2016 (Oshadega Invite)
9,Sweet Action (16),13,7/9/2016,Bucket (5),Mixed,TCT Elite-Select Challenge 2016 (Oshadega Invite)
12,Bucket (5),10,7/9/2016,7 Express (4),Mixed,TCT Elite-Select Challenge 2016 (Oshadega Invite)
5,Sweet Action (16),13,7/9/2016,Alloy (9),Mixed,TCT Elite-Select Challenge 2016 (Oshadega Invite)
6,Sweet Action (16),13,7/9/2016,7 Express (4),Mixed,TCT Elite-Select Challenge 2016 (Oshadega Invite)
10,Alloy (9),12,7/9/2016,Bucket (5),Mixed,TCT Elite-Select Challenge 2016 (Oshadega Invite)
12,Seattle Freeze (15),11,7/9/2016,PleasureTown (13),Mixed,TCT Elite-Select Challenge 2016 (Oshadega Invite)
11,Sweet Action (16),13,7/9/2016,Cahoots (11),Mixed,TCT Elite-Select Challenge 2016 (Oshadega Invite)
9,Sweet Action (16),10,7/10/2016,PleasureTown (13),Mixed,TCT Elite-Select Challenge 2016 (Oshadega Invite)
14,Seattle Freeze (15),13,7/10/2016,Cahoots (11),Mixed,TCT Elite-Select Challenge 2016 (Oshadega Invite)
11,Cahoots (11),5,7/10/2016,PleasureTown (13),Mixed,TCT Elite-Select Challenge 2016 (Oshadega Invite)
8,Sweet Action (16),13,7/10/2016,Seattle Freeze (15),Mixed,TCT Elite-Select Challenge 2016 (Oshadega Invite)
8,Alloy (9),12,7/10/2016,Steamboat (8),Mixed,TCT Elite-Select Challenge 2016 (Oshadega Invite)
8,Love Tractor (6),12,7/10/2016,Steamboat (8),Mixed,TCT Elite-Select Challenge 2016 (Oshadega Invite)
11,The Chad Larson Experience (1),12,7/10/2016,Alloy (9),Mixed,TCT Elite-Select Challenge 2016 (Oshadega Invite)
8,Birdfruit (7),10,7/10/2016,Steamboat (8),Mixed,TCT Elite-Select Challenge 2016 (Oshadega Invite)
13,Love Tractor (6),11,7/10/2016,Bucket (5),Mixed,TCT Elite-Select Challenge 2016 (Oshadega Invite)
13,Alloy (9),10,7/10/2016,AMP (3),Mixed,TCT Elite-Select Challenge 2016 (Oshadega Invite)
12,The Chad Larson Experience (1),7,7/10/2016,UPA (2),Mixed,TCT Elite-Select Challenge 2016 (Oshadega Invite)
11,Bird (10),12,7/9/2016,Birdfruit (7),Mixed,TCT Elite-Select Challenge 2016 (Oshadega Invite)
9,Jughandle (14),13,7/9/2016,Love Tractor (6),Mixed,TCT Elite-Select Challenge 2016 (Oshadega Invite)
13,Alloy (9),9,7/9/2016,Dorado (12),Mixed,TCT Elite-Select Challenge 2016 (Oshadega Invite)
13,The Chad Larson Experience (1),8,7/9/2016,7 Express (4),Mixed,TCT Elite-Select Challenge 2016 (Oshadega Invite)
13,The Chad Larson Experience (1),6,7/10/2016,Love Tractor (6),Mixed,TCT Elite-Select Challenge 2016 (Oshadega Invite)
13,AMP (3),7,7/10/2016,Birdfruit (7),Mixed,TCT Elite-Select Challenge 2016 (Oshadega Invite)
10,Bucket (5),11,7/10/2016,Birdfruit (7),Mixed,TCT Elite-Select Challenge 2016 (Oshadega Invite)
6,UPA (2),13,7/10/2016,AMP (3),Mixed,TCT Elite-Select Challenge 2016 (Oshadega Invite)
11,UPA (2),9,7/10/2016,Bucket (5),Mixed,TCT Elite-Select Challenge 2016 (Oshadega Invite)
12,7 Express (4),10,7/10/2016,Jughandle (14),Mixed,TCT Elite-Select Challenge 2016 (Oshadega Invite)
13,Jughandle (14),9,7/10/2016,Bird (10),Mixed,TCT Elite-Select Challenge 2016 (Oshadega Invite)
13,7 Express (4),9,7/10/2016,Dorado (12),Mixed,TCT Elite-Select Challenge 2016 (Oshadega Invite)
10,Dorado (12),9,7/10/2016,Bird (10),Mixed,TCT Elite-Select Challenge 2016 (Oshadega Invite)
7,PowderHogs (12),13,7/9/2016,Sub Zero (1),Men,TCT Elite-Select Challenge 2016 (Oshadega Invite)
13,Smokestack (13),8,7/9/2016,Medicine Men (8),Men,TCT Elite-Select Challenge 2016 (Oshadega Invite)
7,Medicine Men (8),13,7/9/2016,Sub Zero (1),Men,TCT Elite-Select Challenge 2016 (Oshadega Invite)
8,Smokestack (13),10,7/9/2016,PowderHogs (12),Men,TCT Elite-Select Challenge 2016 (Oshadega Invite)
10,Smokestack (13),12,7/9/2016,Sub Zero (1),Men,TCT Elite-Select Challenge 2016 (Oshadega Invite)
10,PowderHogs (12),11,7/9/2016,Medicine Men (8),Men,TCT Elite-Select Challenge 2016 (Oshadega Invite)
5,Cash Crop (11),13,7/9/2016,GOAT (2),Men,TCT Elite-Select Challenge 2016 (Oshadega Invite)
7,Black Market (14),13,7/9/2016,Inception (7),Men,TCT Elite-Select Challenge 2016 (Oshadega Invite)
10,Inception (7),13,7/9/2016,GOAT (2),Men,TCT Elite-Select Challenge 2016 (Oshadega Invite)
12,Black Market (14),11,7/9/2016,Cash Crop (11),Men,TCT Elite-Select Challenge 2016 (Oshadega Invite)
5,Black Market (14),13,7/9/2016,GOAT (2),Men,TCT Elite-Select Challenge 2016 (Oshadega Invite)
12,Cash Crop (11),10,7/9/2016,Inception (7),Men,TCT Elite-Select Challenge 2016 (Oshadega Invite)
13,PoNY (6),10,7/9/2016,HIGH FIVE (3),Men,TCT Elite-Select Challenge 2016 (Oshadega Invite)
7,MKE (15),13,7/9/2016,Garden State Ultimate (10),Men,TCT Elite-Select Challenge 2016 (Oshadega Invite)
8,Garden State Ultimate (10),13,7/9/2016,HIGH FIVE (3),Men,TCT Elite-Select Challenge 2016 (Oshadega Invite)
5,MKE (15),13,7/9/2016,PoNY (6),Men,TCT Elite-Select Challenge 2016 (Oshadega Invite)
7,MKE (15),12,7/9/2016,HIGH FIVE (3),Men,TCT Elite-Select Challenge 2016 (Oshadega Invite)
11,Garden State Ultimate (10),13,7/9/2016,PoNY (6),Men,TCT Elite-Select Challenge 2016 (Oshadega Invite)
7,Brickyard (9),13,7/9/2016,Johnny Bravo (4),Men,TCT Elite-Select Challenge 2016 (Oshadega Invite)
8,Imperial (16),13,7/9/2016,Rhino (5),Men,TCT Elite-Select Challenge 2016 (Oshadega Invite)
12,Rhino (5),13,7/9/2016,Johnny Bravo (4),Men,TCT Elite-Select Challenge 2016 (Oshadega Invite)
7,Imperial (16),13,7/9/2016,Brickyard (9),Men,TCT Elite-Select Challenge 2016 (Oshadega Invite)
7,Imperial (16),13,7/9/2016,Johnny Bravo (4),Men,TCT Elite-Select Challenge 2016 (Oshadega Invite)
11,Brickyard (9),13,7/9/2016,Rhino (5),Men,TCT Elite-Select Challenge 2016 (Oshadega Invite)
7,MKE (15),13,7/9/2016,Medicine Men (8),Men,TCT Elite-Select Challenge 2016 (Oshadega Invite)
13,Imperial (16),11,7/9/2016,Black Market (14),Men,TCT Elite-Select Challenge 2016 (Oshadega Invite)
9,Imperial (16),13,7/10/2016,Medicine Men (8),Men,TCT Elite-Select Challenge 2016 (Oshadega Invite)
12,MKE (15),11,7/10/2016,Black Market (14),Men,TCT Elite-Select Challenge 2016 (Oshadega Invite)
11,Black Market (14),13,7/10/2016,Medicine Men (8),Men,TCT Elite-Select Challenge 2016 (Oshadega Invite)
14,Imperial (16),13,7/10/2016,MKE (15),Men,TCT Elite-Select Challenge 2016 (Oshadega Invite)
13,GOAT (2),9,7/10/2016,Johnny Bravo (4),Men,TCT Elite-Select Challenge 2016 (Oshadega Invite)
13,Johnny Bravo (4),9,7/10/2016,Inception (7),Men,TCT Elite-Select Challenge 2016 (Oshadega Invite)
13,GOAT (2),7,7/10/2016,PoNY (6),Men,TCT Elite-Select Challenge 2016 (Oshadega Invite)
11,Inception (7),9,7/10/2016,Sub Zero (1),Men,TCT Elite-Select Challenge 2016 (Oshadega Invite)
10,HIGH FIVE (3),13,7/10/2016,Johnny Bravo (4),Men,TCT Elite-Select Challenge 2016 (Oshadega Invite)
9,Rhino (5),13,7/10/2016,PoNY (6),Men,TCT Elite-Select Challenge 2016 (Oshadega Invite)
9,Smokestack (13),13,7/10/2016,GOAT (2),Men,TCT Elite-Select Challenge 2016 (Oshadega Invite)
6,Garden State Ultimate (10),13,7/9/2016,Inception (7),Men,TCT Elite-Select Challenge 2016 (Oshadega Invite)
5,Cash Crop (11),12,7/9/2016,HIGH FIVE (3),Men,TCT Elite-Select Challenge 2016 (Oshadega Invite)
13,Rhino (5),11,7/9/2016,PowderHogs (12),Men,TCT Elite-Select Challenge 2016 (Oshadega Invite)
13,Smokestack (13),8,7/9/2016,Brickyard (9),Men,TCT Elite-Select Challenge 2016 (Oshadega Invite)
13,PoNY (6),10,7/10/2016,Inception (7),Men,TCT Elite-Select Challenge 2016 (Oshadega Invite)
11,Rhino (5),10,7/10/2016,HIGH FIVE (3),Men,TCT Elite-Select Challenge 2016 (Oshadega Invite)
12,HIGH FIVE (3),11,7/10/2016,Sub Zero (1),Men,TCT Elite-Select Challenge 2016 (Oshadega Invite)
11,Smokestack (13),12,7/10/2016,Rhino (5),Men,TCT Elite-Select Challenge 2016 (Oshadega Invite)
4,Smokestack (13),13,7/10/2016,Sub Zero (1),Men,TCT Elite-Select Challenge 2016 (Oshadega Invite)
7,Brickyard (9),13,7/10/2016,Garden State Ultimate (10),Men,TCT Elite-Select Challenge 2016 (Oshadega Invite)
10,Cash Crop (11),13,7/10/2016,Garden State Ultimate (10),Men,TCT Elite-Select Challenge 2016 (Oshadega Invite)
12,Brickyard (9),11,7/10/2016,PowderHogs (12),Men,TCT Elite-Select Challenge 2016 (Oshadega Invite)
13,PowderHogs (12),7,7/10/2016,Cash Crop (11),Men,TCT Elite-Select Challenge 2016 (Oshadega Invite)
13,HAOS (5),10,7/9/2016,Mixed Nuts (1),Mixed,AntlerLock 2016
2,Mystery Box  (9),13,7/9/2016,RUT (4),Mixed,AntlerLock 2016
6,RUT (4),9,7/9/2016,Mixed Nuts (1),Mixed,AntlerLock 2016
0,defunct (8),13,7/9/2016,HAOS (5),Mixed,AntlerLock 2016
1,defunct (8),13,7/9/2016,Mixed Nuts (1),Mixed,AntlerLock 2016
2,Mystery Box  (9),13,7/9/2016,HAOS (5),Mixed,AntlerLock 2016
13,HAOS (5),11,7/9/2016,RUT (4),Mixed,AntlerLock 2016
13,Mystery Box  (9),9,7/9/2016,defunct (8),Mixed,AntlerLock 2016
1,Mystery Box  (9),13,7/10/2016,Mixed Nuts (1),Mixed,AntlerLock 2016
5,defunct (8),13,7/10/2016,RUT (4),Mixed,AntlerLock 2016
13,Enough Monkeys (6),12,7/9/2016,Sunken Circus (2),Mixed,AntlerLock 2016
9,Stump Kids (10),13,7/9/2016,Nautilus (3),Mixed,AntlerLock 2016
6,Get A Baby (11),13,7/9/2016,Rainbow (7),Mixed,AntlerLock 2016
9,Nautilus (3),11,7/9/2016,Sunken Circus (2),Mixed,AntlerLock 2016
8,Rainbow (7),13,7/9/2016,Enough Monkeys (6),Mixed,AntlerLock 2016
6,Get A Baby (11),13,7/9/2016,Stump Kids (10),Mixed,AntlerLock 2016
11,Rainbow (7),13,7/9/2016,Sunken Circus (2),Mixed,AntlerLock 2016
8,Get A Baby (11),13,7/9/2016,Nautilus (3),Mixed,AntlerLock 2016
5,Stump Kids (10),13,7/9/2016,Enough Monkeys (6),Mixed,AntlerLock 2016
4,Get A Baby (11),13,7/9/2016,Sunken Circus (2),Mixed,AntlerLock 2016
13,Enough Monkeys (6),7,7/9/2016,Nautilus (3),Mixed,AntlerLock 2016
9,Stump Kids (10),13,7/9/2016,Rainbow (7),Mixed,AntlerLock 2016
5,Stump Kids (10),12,7/10/2016,Sunken Circus (2),Mixed,AntlerLock 2016
4,Get A Baby (11),13,7/10/2016,Enough Monkeys (6),Mixed,AntlerLock 2016
13,Rainbow (7),8,7/10/2016,Nautilus (3),Mixed,AntlerLock 2016
13,Get A Baby (11),15,7/10/2016,defunct (8),Mixed,AntlerLock 2016
F,Stump Kids (10),W,7/10/2016,defunct (8),Mixed,AntlerLock 2016
13,Mixed Nuts (1),4,7/10/2016,Sunken Circus (2),Mixed,AntlerLock 2016
14,Sunken Circus (2),8,7/10/2016,HAOS (5),Mixed,AntlerLock 2016
7,Enough Monkeys (6),13,7/10/2016,Mixed Nuts (1),Mixed,AntlerLock 2016
10,Enough Monkeys (6),13,7/10/2016,HAOS (5),Mixed,AntlerLock 2016
7,Rainbow (7),13,7/10/2016,RUT (4),Mixed,AntlerLock 2016
8,Nautilus (3),9,7/10/2016,RUT (4),Mixed,AntlerLock 2016
13,Rainbow (7),5,7/10/2016,Mystery Box  (9),Mixed,AntlerLock 2016
6,Mystery Box  (9),13,7/10/2016,Nautilus (3),Mixed,AntlerLock 2016
2,G Street (9),13,7/9/2016,Dig (1),Men,AntlerLock 2016
11,Red Tide (8),13,7/9/2016,Westchester Magma Bears (5),Men,AntlerLock 2016
2,Westchester Magma Bears (5),13,7/9/2016,Dig (1),Men,AntlerLock 2016
3,Red Tide (8),13,7/9/2016,Colt (4),Men,AntlerLock 2016
14,G Street (9),12,7/9/2016,Red Tide (8),Men,AntlerLock 2016
5,Westchester Magma Bears (5),13,7/9/2016,Colt (4),Men,AntlerLock 2016
4,Red Tide (8),13,7/9/2016,Dig (1),Men,AntlerLock 2016
2,G Street (9),13,7/9/2016,Colt (4),Men,AntlerLock 2016
8,Colt (4),13,7/10/2016,Dig (1),Men,AntlerLock 2016
11,G Street (9),13,7/10/2016,Westchester Magma Bears (5),Men,AntlerLock 2016
2,Scubaru Outbacks (10),13,7/9/2016,Big Wrench (2),Men,AntlerLock 2016
6,Breakers (7),13,7/9/2016,Deathsquad (6),Men,AntlerLock 2016
6,Deathsquad (6),13,7/9/2016,Big Wrench (2),Men,AntlerLock 2016
13,Breakers (7),14,7/9/2016,Dark or Light (3),Men,AntlerLock 2016
5,Scubaru Outbacks (10),13,7/9/2016,Breakers (7),Men,AntlerLock 2016
12,Deathsquad (6),11,7/9/2016,Dark or Light (3),Men,AntlerLock 2016
7,Breakers (7),13,7/9/2016,Big Wrench (2),Men,AntlerLock 2016
3,Scubaru Outbacks (10),13,7/9/2016,Dark or Light (3),Men,AntlerLock 2016
8,Dark or Light (3),13,7/10/2016,Big Wrench (2),Men,AntlerLock 2016
5,Scubaru Outbacks (10),13,7/10/2016,Deathsquad (6),Men,AntlerLock 2016
6,Scubaru Outbacks (10),13,7/10/2016,G Street (9),Men,AntlerLock 2016
15,Breakers (7),16,7/10/2016,Red Tide (8),Men,AntlerLock 2016
13,Dark or Light (3),12,7/10/2016,Westchester Magma Bears (5),Men,AntlerLock 2016
8,Dark or Light (3),9,7/10/2016,G Street (9),Men,AntlerLock 2016
4,Scubaru Outbacks (10),13,7/10/2016,Red Tide (8),Men,AntlerLock 2016
10,Breakers (7),13,7/10/2016,Westchester Magma Bears (5),Men,AntlerLock 2016
13,Big Wrench (2),15,7/10/2016,Dig (1),Men,AntlerLock 2016
8,Deathsquad (6),13,7/10/2016,Dig (1),Men,AntlerLock 2016
13,Big Wrench (2),10,7/10/2016,Colt (4),Men,AntlerLock 2016
13,Colt (4),6,7/10/2016,Deathsquad (6),Men,AntlerLock 2016
13,Boy-She (3),5,7/9/2016,MTF (1),Mixed,Idaho Round Robin 2016
1,Pronghorn (4),13,7/9/2016,Bozos (2),Mixed,Idaho Round Robin 2016
3,Pronghorn (4),13,7/9/2016,MTF (1),Mixed,Idaho Round Robin 2016
11,Boy-She (3),10,7/9/2016,Bozos (2),Mixed,Idaho Round Robin 2016
12,Bozos (2),6,7/9/2016,MTF (1),Mixed,Idaho Round Robin 2016
6,Pronghorn (4),13,7/9/2016,Boy-She (3),Mixed,Idaho Round Robin 2016
10,Bozos (2),11,7/9/2016,Boy-She (3),Mixed,Idaho Round Robin 2016
3,Pronghorn (4),11,7/9/2016,MTF (1),Mixed,Idaho Round Robin 2016
13,Sundowners (5),2,7/2/2016,Brawl (9),Men,San Diego Slammer 2016
13,Sprawl (1),4,7/2/2016,Air Show (8),Men,San Diego Slammer 2016
11,Air Show (8),13,7/2/2016,Brawl (9),Men,San Diego Slammer 2016
13,Sprawl (1),6,7/2/2016,Killjoys (4),Men,San Diego Slammer 2016
13,Sundowners (5),12,7/2/2016,Sprawl (1),Men,San Diego Slammer 2016
5,Air Show (8),13,7/2/2016,Killjoys (4),Men,San Diego Slammer 2016
13,Sprawl (1),2,7/2/2016,Brawl (9),Men,San Diego Slammer 2016
13,Sundowners (5),12,7/2/2016,Killjoys (4),Men,San Diego Slammer 2016
13,Killjoys (4),4,7/2/2016,Brawl (9),Men,San Diego Slammer 2016
13,Sundowners (5),3,7/2/2016,Air Show (8),Men,San Diego Slammer 2016
13,Beachfront Property (2),3,7/2/2016,Sculpin (10),Men,San Diego Slammer 2016
13,Streetgang (3),2,7/2/2016,Gridlock (7),Men,San Diego Slammer 2016
3,Gridlock (7),13,7/2/2016,Sculpin (10),Men,San Diego Slammer 2016
11,Streetgang (3),13,7/2/2016,Green River Swordfish (6),Men,San Diego Slammer 2016
13,Beachfront Property (2),9,7/2/2016,Streetgang (3),Men,San Diego Slammer 2016
1,Gridlock (7),13,7/2/2016,Green River Swordfish (6),Men,San Diego Slammer 2016
13,Streetgang (3),5,7/2/2016,Sculpin (10),Men,San Diego Slammer 2016
13,Beachfront Property (2),6,7/2/2016,Green River Swordfish (6),Men,San Diego Slammer 2016
13,Green River Swordfish (6),9,7/2/2016,Sculpin (10),Men,San Diego Slammer 2016
13,Beachfront Property (2),2,7/2/2016,Gridlock (7),Men,San Diego Slammer 2016
6,Killjoys (4),13,7/2/2016,SoCal Condors (11),Men,San Diego Slammer 2016
8,Beachfront Property (2),13,7/2/2016,SoCal Condors (11),Men,San Diego Slammer 2016
3,Sundowners (5),13,7/3/2016,SoCal Condors (11),Men,San Diego Slammer 2016
11,Sprawl (1),13,7/3/2016,SoCal Condors (11),Men,San Diego Slammer 2016
13,Beachfront Property (2),8,7/3/2016,Sundowners (5),Men,San Diego Slammer 2016
11,Green River Swordfish (6),13,7/3/2016,Sundowners (5),Men,San Diego Slammer 2016
10,Sprawl (1),12,7/3/2016,Beachfront Property (2),Men,San Diego Slammer 2016
13,Streetgang (3),12,7/3/2016,Killjoys (4),Men,San Diego Slammer 2016
8,Sculpin (10),13,7/3/2016,Killjoys (4),Men,San Diego Slammer 2016
3,Brawl (9),13,7/3/2016,Streetgang (3),Men,San Diego Slammer 2016
8,Air Show (8),11,7/3/2016,Sculpin (10),Men,San Diego Slammer 2016
10,Gridlock (7),13,7/3/2016,Brawl (9),Men,San Diego Slammer 2016
13,Sprawl (1),12,7/3/2016,Green River Swordfish (6),Men,San Diego Slammer 2016
8,Brawl (9),11,7/3/2016,Sculpin (10),Men,San Diego Slammer 2016
9,Gridlock (7),13,7/3/2016,Air Show (8),Men,San Diego Slammer 2016
5,Showdown (8),15,7/1/2016,Fury (3),Women,US Open Ultimate Championships
12,Fusion (9),11,7/1/2016,Iris (6),Women,US Open Ultimate Championships
2,Fusion (9),15,7/1/2016,Brute Squad (1),Women,US Open Ultimate Championships
15,Showdown (8),10,7/1/2016,Iris (6),Women,US Open Ultimate Championships
12,Fury (3),14,7/1/2016,Brute Squad (1),Women,US Open Ultimate Championships
12,Fusion (9),11,7/1/2016,Showdown (8),Women,US Open Ultimate Championships
7,Iris (6),15,7/2/2016,Brute Squad (1),Women,US Open Ultimate Championships
5,Fusion (9),15,7/2/2016,Fury (3),Women,US Open Ultimate Championships
2,Showdown (8),15,7/2/2016,Brute Squad (1),Women,US Open Ultimate Championships
6,Iris (6),15,7/2/2016,Fury (3),Women,US Open Ultimate Championships
4,BENT (7),15,7/1/2016,Molly Brown (4),Women,US Open Ultimate Championships
9,Siege (10),14,7/1/2016,Scandal (5),Women,US Open Ultimate Championships
10,Siege (10),15,7/1/2016,Seattle Riot (2),Women,US Open Ultimate Championships
5,BENT (7),15,7/1/2016,Scandal (5),Women,US Open Ultimate Championships
10,Molly Brown (4),15,7/1/2016,Seattle Riot (2),Women,US Open Ultimate Championships
10,Siege (10),15,7/1/2016,BENT (7),Women,US Open Ultimate Championships
